lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_mercenary_elaborate_banner:lord_mercenary_elaborate_1.1|Seuls les nobles vassaux de {s10} ont l'honneur de porter leurs propres bannières. Cependant, après m'avoir servi pendant un certain temps en tant que mercenaire, vous aurez peut-être l'opportunité de prêter serment d'hommage à {s10} et de devenir son vassal, obtenant le droit de choisir votre bannière et de combattre sous celle-ci pendant la bataille. 
dlga_lord_request_mission_ask:lord_pretalk|Vous n'avez toujours pas accompli la tâche que je vous avais confiée, {playername}. Vous feriez bien de vous y atteler plutôt que de me demander d'autres tâches à effectuer.
dlga_lord_request_mission_ask:lord_pretalk.1|Je n'ai pas d'autres tâches à vous confier dans l'immédiat.
dlga_lord_request_mission_ask:lord_tell_mission|Une tâche ?
dlga_lord_request_mission_ask:lord_pretalk.2|Madame, conformément aux traditions de la cour, j'aimerais vous offrir mes services. Malheureusement, je ne dispose que de très peu de temps en ce moment, et je vous prie d'accepter plutôt cette déclaration de mon estime.
dlga_lord_tell_mission:lord_tell_mission_sworn_vassal|Je dois mener à bien quelques petites missions, mais il serait préférable de les confier à l'un de mes hommes, et non à un vassal du royaume.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk|Si vous rêvez d'en découdre avec nos ennemis, vous pouvez vous joindre à nous et attaquer {s4}. Nos ennemis risquent d'y être nombreux et plus nous disposerons d'hommes, mieux ce sera.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.1|Si vous rêvez d'en découvre avec nos ennemis, vous pouvez essayer de vous aventurer à {s4}. Nous avons été informés qu'une force de {s5} se trouvait dans la région et, moi-même, je m'y rends. Cela étant, je ne peux pas vous assurer que nos ennemis s'y trouveront lorsque vous y arriverez sur place.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.2|Si vous rêvez d'en découvre avec nos ennemis, vous pouvez essayer de vous aventurer à {s4}. Nous avons été informés qu'une force de {s5} se trouvait dans la région . En ce qui me concerne, je n'ai pas l'intention de m'y rendre, mais d'autres peut-être. Cela étant, je ne peux pas vous assurer que nos ennemis s'y trouveront lorsque vous y arriverez sur place.
dlga_lord_tell_mission_sworn_vassal:lord_pretalk.3|Si une tâche digne de ce nom venait à se présenter, cependant, j'aurai peut-être une faveur à vous demander.
dlga_lord_tell_mission:destroy_lair_quest_brief|Oui… Vous pouvez faire quelque chose pour nous. Nous avons entendu dire qu'un groupe de {s4} se cachait dans la région et attaquait les voyageurs. Si vous réussissiez à trouver et à détruire leur repaire, nous vous en serions reconnaissants.
dlga_lord_tell_mission:lord_mission_rescue_prisoner|{Mon/Ma} {s11}, {s13}, a été {fait prisonnier/faite prisonnière} par {s14} de {s15}. Normalement, les nobles honorables accordent aux prisonniers bien nés le privilège de la parole et les traitent avec respect dans la mesure où ils promettent de ne pas essayer de s'enfuir jusqu'à ce qu'une rançon soit payée. Mais {s14}, au lieu de donner sa parole à {s13}, a consigné {mon/ma} {s11} dans ses donjons… De toute évidence, dans l'espoir de nous soutirer plus d'argent.
dlga_lord_mission_rescue_prisoner:lord_mission_rescue_prisoner_confirm|Vous devez faire sortir {mon/ma} {s11} de prison. Vous pourrez payer une rançon que nous couvrirons à hauteur de 5 000 deniers. Si vous avez des relations à {s24}, vous pourrez vous en servir. Vous aurez également la possibilité de tenter une approche directe… De vous approcher du geôlier, de lui prendre ses clés de force, puis de filer. Qu'en dites-vous ?
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_accepted|Je peux essayer.
dlga_lord_mission_rescue_prisoner_confirm:lord_mission_rescue_prisoner_rejected|Je ne crois pas pouvoir vous aider.
dlga_lord_mission_rescue_prisoner_rejected:close_window|Cela n'est pas une tâche facile. Peut-être trouverons-nous un autre moyen.
dlga_lord_mission_rescue_prisoner_accepted:lord_mission_rescue_prisoner_method|Nous vous sommes reconnaissants. Puis-je vous demander comment vous comptez procéder ?
dlga_lord_mission_rescue_other_ideas:lord_mission_rescue_prisoner_method|Avez-vous d'autres idées dont vous souhaiteriez discuter ?
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_ransom|J'envisage de payer la rançon.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_connections|J'envisage de faire appel à mes relations à {s24}.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_prisonbreak|J'envisage d'infiltrer la prison à {s24}, de trouver {s13}, puis de filer.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_method_siege|J'envisage de prendre {s24} d'assaut.
dlga_lord_mission_rescue_prisoner_method:lord_mission_rescue_prisoner_planning_end|Trêve de discussion. Place à l'action !
dlga_lord_mission_rescue_prisoner_planning_end:close_window|Puissent les cieux vous protéger.
dlga_lord_mission_rescue_prisoner_method_ransom:lord_mission_rescue_other_ideas|[Ransom option not yet implemented]
dlga_lord_mission_rescue_prisoner_method_siege:lord_mission_rescue_other_ideas|Eh bien, c'est certainement l'approche la plus directe.
dlga_lord_tell_mission:lord_mission_deliver_message|J'ai besoin d'envoyer une lettre àu {s13} qui devrait actuellement se trouver à {s4}. Si vous vous rendez dans cette direction, voudriez-vous la lui apporter ? La lettre doit lui être remise en main propre sous 30 jours.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_accepted|Certainement, j'ai l'intention de passer par le {s4} et ça ne devrait poser aucun problème.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected|Je doute de voir {s13} de sitôt, {s65}. Vous feriez mieux de la faire parvenir par quelqu'un d'autre.
dlga_lord_mission_deliver_message:lord_mission_deliver_message_rejected_rudely|Je ne suis pas garçon de course, messire. Recrutez un coursier pour qu'il s'occupe de vos bagatelles.
dlga_lord_mission_deliver_message_accepted:close_window|J'apprécie votre geste, {playername}. Voici la lettre et une petite somme d'argent pour couvrir les dépenses de votre voyage. Transmettez mes amitiés à {s13} lorsque vous lui rendrez visite.
dlga_lord_mission_deliver_message_rejected:lord_pretalk|Ah, d'accord. Et bien, je suis sûr que je trouverai quelqu'un d'autre. 
dlga_lord_mission_deliver_message_rejected_rudely:lord_mission_deliver_message_rejected_rudely_2|Hmm... Est-ce ainsi que vous réagissez lorsqu'on vous demande poliment une petite faveur ? Quelle attitude déplorable, {playername}. Je ne pensais pas que vous vous seriez offusqué. 
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_rejected_rudely_3|Donc, à l'avenir, vous en tiendrez compte.
dlga_lord_mission_deliver_message_rejected_rudely_2:lord_mission_deliver_message_accepted|Pardonnez mon impulsivité, {s65}. J'apporterai votre lettre.
dlga_lord_mission_deliver_message_rejected_rudely_3:close_window|Très bien. Je m'en souviendrai.
dlga_lord_tell_mission:lord_mission_deliver_message.1|Je dois remettre une lettre à {s13} de {s15}, qui doit se trouver actuellement à {s4}. Si vous allez dans cette direction, voudriez-vous la lui apporter ? La lettre doit lui être remise sous 40 jours.  
dlga_lord_tell_mission:lord_mission_told|Juste une petite chose... Ma {s17} {s13} doit aller rendre visite à sa famille à {s14}. La visite a déjà été reportée plusieurs fois en raison de la dangerosité des routes, mais cette fois elle est catégorique, elle veut s'y rendre. Par conséquent, je veux au moins m'assurer qu'elle sera entourée de bons gardes. J'ai une confiance en vous {playername}, je vous serais reconnaissant de l'escorter vers {s14} saine et sauve.
dlga_lord_tell_mission:lord_mission_deal_with_bandits_told|Un groupe de bandits a trouvé refuge dans mon village de {s15}. Ils pillent actuellement les fermes, s'enrichissent et s'engraissent en volant mes impôts et en se délectant de mon bétail. Je ne demanderais pas mieux que de les chasser d'ici et leur donner une bonne correction, mais je suis très occupé pour l'instant, donc je ne peux rien y faire.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_accepted|Ne vous en faites pas, je peux me rendre à {s1} et m'occuper de cette racaille pour vous.
dlga_lord_mission_deal_with_bandits_told:lord_mission_deal_with_bandits_rejected|Vous devrez trouver de l'aide ailleurs, je suis trop occupé.
dlga_lord_mission_deal_with_bandits_accepted:close_window|Vous feriez ça ? Sachez que je vous en serais très reconnaissant. Voici un peu d'argent pour couvrir les dépenses de votre campagne. Faites un exemple de ces {s43}s.
dlga_lord_mission_deal_with_bandits_rejected:lord_pretalk|Ah... Très bien dans ce cas, oubliez ce que je viens de vous dire.
dlga_lord_tell_mission:lord_tell_mission_raise_troops|Aucun seigneur ne devrait avoir à admettre cela {playername}, mais l'autre jour j'étais en train d'examiner mes soldats et certains d'entre eux ne savaient pas par quel bout tenir une épée. {s43} Vous êtes un guerrier de renom, {playername}. Entraîneriez-vous certains soldats pour moi ? Je vous en serais très reconnaissant.
dlga_lord_tell_mission_raise_troops:lord_tell_mission_raise_troops_2|De combien d'hommes avez-vous besoin ?
dlga_lord_tell_mission_raise_troops_2:lord_mission_raise_troops_told|Si vous pouvez former {reg1} {s14} et me les amener, cela suffira probablement.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_accepted|Bien sûr, {s65}. Confiez-moi {reg1} jeunes recrues et j'en ferai des {s14}.
dlga_lord_mission_raise_troops_told:lord_mission_raise_troops_rejected|Je suis trop occupé ces jours-ci pour entraîner quelqu'un.
dlga_lord_mission_raise_troops_accepted:close_window|Vous me soulagez d'un poids, {playername}. Je demanderai à mes sergents de vous envoyer les recrues et les attacherai à votre commandement. Je vous donne une avance pour vous aider dans vos dépenses Tenez, cette bourse devrait faire l'affaire. Merci de votre aide.
dlga_lord_mission_raise_troops_rejected:lord_pretalk|Oh, naturellement. Je n'en attendais pas moins de vous. Bien, bonne chance à vous dans ce cas. 
dlga_lord_tell_mission:lord_mission_collect_taxes_told|Vous savez probablement que je suis le seigneur du {reg9?bourg:village} de {s3}. Cependant, il s'est passé des mois depuis que {s3} a apporté les impôts et les rentes qui me sont dûs en tant que seigneur légitime. Apparemment la populace est devenue indisciplinée depuis un certain temps ; j'ai besoin de quelqu'un pour s'y rendre et pour leur rappeler leurs obligations. Et pour... les convaincre de les respecter s'ils n'écoutent toujours pas. Si vous vous rendez là-bas et levez les impôts dont ils me sont redevables, je vous accorderai le quart de tout ce que vous collecterez.
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_accepted|Une offre équitable, {s65}. Marché conclu.  
dlga_lord_mission_collect_taxes_told:lord_mission_collect_taxes_rejected|Pardonnez-moi, Je n'ai pas le temps.
dlga_lord_mission_collect_taxes_accepted:close_window|C'est une bonne nouvelle, {playername}. Je vous confierai cette tâche. Souvenez-vous  que ces {reg9?habitants:paysans} sont rusés comme des renards, ils utiliseront n'importe quel prétexte pour ne pas payer les revenus qui me sont dûs. Ne vous laissez pas avoir.
dlga_lord_mission_collect_taxes_rejected:lord_pretalk|Oh, oui. Bien, bonne chance alors.
dlga_lord_tell_mission:lord_mission_hunt_down_fugitive_told|Il y a une chose pour laquelle vous pourriez m'être utile. Un problème avec ce scélérat sans scrupule appelé {s4}. Il a assassiné un de mes hommes et depuis il est en cavale et a échappé à son jugement. Je ne peux pas le laisser échapper à la justice, j'ai donc mis sa tête à prix pour 300 deniers. Les amis de l'homme assassiné croient que cet assassin pourrait avoir trouvé refuge avec ses compères à {s3}. Peut-être pourriez-vous le pourchasser et lui donner ce qu'il mérite ainsi vous pourriez prétendre à la prime.
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_accepted|Alors je le pourchasserai et exécuterai la loi. 
dlga_lord_mission_hunt_down_fugitive_told:lord_mission_hunt_down_fugitive_rejected|Pour l'instant, je suis trop occupé pour partir à sa recherche.
dlga_lord_mission_hunt_down_fugitive_accepted:close_window|C'est excellent, {playername}. Je vous en serai reconnaissant ainsi que la famille du défunt. Et bien entendu, le prix de sa tête sera vôtre si vous réussissez à l'attraper. Bonne chasse à vous.
dlga_lord_mission_hunt_down_fugitive_rejected:lord_pretalk|Comme vous le souhaitez, {playername}. Je suppose qu'il y a beaucoup de chasseurs de prime dans les environs pour faire efficacement le travail...
dlga_lord_tell_mission:lord_mission_told_kill_local_merchant|La triste vérité c'est que je dois une somme d'argent considérable à l'un des marchands, ici à {s3}. Je n'ai pas l'intention de la rembourser, bien sûr, mais cet imbécile de gueulard en a fait un terrible barouf. Il a même eu l'audace de venir me menacer... moi ! avec une lettre de réclamation auprès des guildes de commerçants et des banquiers. Oh, Il va ruiner ma réputation ! J'ai donc besoin d' {un homme/une femme} en qui je peux avoir confiance, quelqu'un qui pourra le réduire au silence. Et pour de bon.
dlga_lord_mission_told_kill_local_merchant:lord_mission_accepted_kill_local_merchant|N'ayez crainte, je le ferai taire. 
dlga_lord_mission_told_kill_local_merchant:lord_mission_rejected|Je ne suis pas un vulgaire meurtrier, messire. Trouvez-vous quelqu'un d'autre pour vos basses besognes.
dlga_lord_mission_accepted_kill_local_merchant:close_window|Très bien. J'ai confiance en vos compétences et en votre discrétion, {playername}. Ne me décevez pas. Partez à présent et attendez mes ordres, je vous enverrai un message indiquant l'heure et l'endroit où vous pouvez attraper le marchand. Débarrassez-vous de lui et je vous récompenserai généreusement. 
dlga_lord_tell_mission:lord_mission_told_meet_spy_in_enemy_town|J'ai une affaire délicate dont il faut s'occuper, {playername}, et aucun laquais digne de confiance pour s'en charger. Le fait est que j'ai un espion à {s13} qui surveille la situation pour moi et me fait un rapport sur tout ce qui pourrait attirer mon attention. Chaque semaine j'envoie quelqu'un pour récupérer les rapports de l'espion et me les rapporter. Si vous le souhaitez je vous confie ce travail. 
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_accepted|Je ne suis pas contre la ruse. Je serai des vôtres.
dlga_lord_mission_told_meet_spy_in_enemy_town:quest_meet_spy_in_enemy_town_rejected|Je dois refuser. Cette mission de cape et d'épée n'est pas faite pour moi.
dlga_quest_meet_spy_in_enemy_town_accepted:quest_meet_spy_in_enemy_town_accepted_response|Excellent ! Dirigez-vous vers {s13} dès que vous le pouvez, l'espion attendra. 
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_2|{s13} est lourdement défendu. Comment puis-je m'approcher sans me faire repérer ? 
dlga_quest_meet_spy_in_enemy_town_accepted_2:quest_meet_spy_in_enemy_town_accepted_response|Il vous faudra faire preuve de discrétion. Prenez garde à éviter les forts, les villages et les patrouilles ennemis, et n'emmenez pas trop d'hommes avec vous. Si vous ne parvenez pas à entrer furtivement la première fois, attendez un moment pour que le nombre de gardes devant la garnison diminue davantage. Dans le cas contraire, vous rencontrerez des difficultés pour infiltrer le bourg.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_3|Comment reconnaître l'espion ?
dlga_quest_meet_spy_in_enemy_town_accepted_3:quest_meet_spy_in_enemy_town_accepted_response|Une fois à {s13}, discutez avec les habitants du coin. L'espion sera l'un d'entre-eux. Si vous pensez avoir trouvé l'espion, dites la phrase « {s11} » . L'espion répondra avec la phrase « {s12} » . Ainsi vous vous reconnaîtrez et {reg7?elle:il} vous remettra toutes les informations qu'{reg7?elle:il} a réunies.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_4|Aurai-je une récompense ? 
dlga_quest_meet_spy_in_enemy_town_accepted_4:quest_meet_spy_in_enemy_town_accepted_response|Bien sûr, j'ai beaucoup d'argent dans mes coffres pour des personnes loyales comme vous. Faites-moi honneur, {playername} et vous irez loin.
dlga_quest_meet_spy_in_enemy_town_accepted_response:quest_meet_spy_in_enemy_town_accepted_end|Je sais ce que j'ai à faire. Adieu, mon seigneur.
dlga_quest_meet_spy_in_enemy_town_accepted_end:lord_pretalk|Bonne chance, {playername}. Souvenez-vous, la phrase secrète est « {s11} » . La phrase en réponse est « {s12} » . Rapportez-moi tous les rapports et je vous dédommagerai pour vos efforts. 
dlga_quest_meet_spy_in_enemy_town_rejected:lord_pretalk|Comme vous voulez, {playername}, mais je vous conseille vivement d'oublier tout ce que j'ai dit au sujet de tous les espions. Ils n'existent pas vraiment, n'ont jamais vraiment existés et aucune personne ne les trouvera. Souvenez-vous en.
dlga_lord_tell_mission:lord_mission_told_raid_caravan_to_start_war|Cette paix avec {s13} me rend malade, {playername}. Nous avons laissé ces vermines progresser depuis bien trop longtemps. À présent, ils deviennent de plus en plus forts après chaque passage et leur arrogance ne connaît aucune limite. J'estime qu'il faut les affronter avant qu'il ne soit trop tard ! Malheureusement, certains seigneurs au sein de notre royaume sont des fleurs bleues et s'opposeront à une éventuelle déclaration de guerre. Stupides poltrons incapables de supporter la vue du sang.
dlga_lord_mission_told_raid_caravan_to_start_war:lord_mission_tell_raid_caravan_to_start_war_2|Vous avez raison, {s65}, mais que pouvons-nous faire ?
dlga_lord_mission_told_raid_caravan_to_start_war:quest_raid_caravan_to_start_war_rejected_1|Je ne suis pas d'accord, monsieur. La paix me semble plus importante.
dlga_lord_mission_tell_raid_caravan_to_start_war_2:lord_mission_tell_raid_caravan_to_start_war_3|Ah, ça fait plaisir de voir quelqu'un qui comprend ! En fait, nous pouvons faire quelque chose, {playername}. La provocation... Si l'un de nos groupes parvenait à pénétrer sur leur territoire et à piller certaines caravanes, ils auraient une très bonne raison de déclarer la guerre à notre royaume. Ensuite... Et bien même les poltrons qui sont parmi nous devront prendre les armes pour se défendre eux-mêmes. Alors, qu'en pensez-vous ? Cela vous tente ?
dlga_lord_mission_tell_raid_caravan_to_start_war_3:quest_raid_caravan_to_start_war_accepted|Un excellent plan. Je serai des vôtres.
dlga_lord_mission_tell_raid_caravan_to_start_war_3:lord_mission_tell_raid_caravan_to_start_war_4|Pourquoi ne vous en chargez-vous pas vous-même ?
dlga_lord_mission_tell_raid_caravan_to_start_war_4:lord_mission_tell_raid_caravan_to_start_war_5|Bien, {playername}, certains des seigneurs de notre royaume n'approuveront pas l'idée qu'une personne provoque la guerre sans leur consentement. Ils cherchent déjà une excuse pour me mettre la main dessus et si je faisais une telle chose, ils pourraient me le faire payer cher. Vous, par contre, vous êtes jeune, apprécié et ambitieux, donc vous pourrez facilement vous en sortir. Et bien sûr je vous soutiendrai et vous défendrai lorsque vous agirez contre vos adversaires. Globalement, quelques seigneurs pourraient s'inquiéter de vos ambitions, mais je suis sûr que vous ne vous soucierez guère de cela. 
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_accepted|Cela me semble raisonnable. Je suis d'accord.
dlga_lord_mission_tell_raid_caravan_to_start_war_5:quest_raid_caravan_to_start_war_rejected_2|Je n'aime pas cela. Trouvez-vous quelqu'un d'autre pour endosser la responsabilité de vos plans.
dlga_quest_raid_caravan_to_start_war_accepted:close_window|Parfait ! Un raid contre une caravane ou, si vous n'y parvenez pas, une attaque contre un de leurs villages devrait faire l'affaire. Et maintenant, bonne chance et bonne traque. Allez mettre le feu aux frontières !
dlga_quest_raid_caravan_to_start_war_rejected_1:lord_pretalk|Ah, c'est ce que vous pensez ? Mais combien de temps votre précieuse paix durera-t-elle ? Pas longtemps, croyez-moi.  
dlga_quest_raid_caravan_to_start_war_rejected_2:lord_pretalk|Hmm... Comme vous voulez,  {playername}. Je pensais que vous aviez un peu plus de cran mais je me suis trompé semble-t-il.
dlga_lord_tell_mission:lord_mission_told.1|Bien, certains des serfs travaillant dans mes champs à {s4} se sont enfuis. Dire que j'ai laissé ces fripouilles ingrates labourer mes champs et louer mes chaumières et c'est comme ça qu'ils me remercient ! D'après ce que j'ai entendu dire, ils se sont enfuis vers {s3} aussi vite qu'ils le pouvaient et se sont divisés en trois groupes pour essayer de ne pas se faire capturer. Je veux que vous capturiez les trois groupes et les fassiez revenir à {s4} par n'importe quel moyen. Je devrais vraiment les pendre pour avoir tenté de s'échapper mais j'ai besoin de mains pour la prochaine récolte, donc cette fois-ci,  je les laisserai s'en tirer avec une bonne correction.
dlga_lord_tell_mission:lord_tell_mission_follow_spy|Je sais de source sûre qu'un homme dans cette ville-là est en réalité un espion ennemi. Il devrait être capturé et pendu pour son impudence mais nous pensons également qu'il va très prochainement quitter le bourg pour rencontrer son maître, à qui il fait part de ses informations. L'espion en lui même a peu d'importance mais le maître est un homme dangereux. Il pourrait nous apprendre beaucoup de choses si seulement nous lui mettions la main dessus...
dlga_lord_tell_mission_follow_spy:lord_tell_mission_follow_spy_2|Je veux que vous attendiez ici jusqu'à ce qu'il quitte ce bourg. Ensuite vous devrez le suivre discrètement jusqu'au lieu de rendez-vous. Prenez toutes vos précautions pour ne pas vous faire repérer par l'espion en chemin, sinon il pressentira peut-être notre supercherie et rebroussera chemin. Lorsque le maître apparaîtra, vous devrez leur tendre une embuscade, les arrêter et me ramener les deux complices. En vie, je vous prie.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_accepted|Je le ferai, {s65}.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_rejected|Non, cette filature n'est pas pour moi.
dlga_lord_tell_mission_follow_spy_accepted:close_window|Bien, je suis sûr que vous ferez un excellent travail. Un de mes hommes vous désignera l'espion lorsque celui-ci partira. Souvenez-vous, je les veux tous les deux en vie.
dlga_lord_tell_mission_follow_spy_rejected:lord_pretalk|C'est dommage... Bien, poursuivez donc vos activités, {playername}...
dlga_lord_tell_mission:lord_tell_mission_capture_enemy_hero|J'ai un travail délicat à faire, {playername} et vous êtes peut-être la personne de la situation. J'ai besoin de quelqu'un pour capturer un des nobles seigneurs de {s13} et me le ramener. Il me servira de monnaie d'échange pour récupérer un proche détenu par {s13}. C'est un travail assez simple, mais quelque soit le seigneur que vous choisirez, il sera gardé par un groupe d'élite. Êtes-vous à la hauteur pour ce combat ?
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_accepted|C'est comme si c'était fait, {s65}.
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_rejected|Je dois refuser, {s65}. Je ne suis pas un ravisseur.
dlga_lord_tell_mission_capture_enemy_hero_accepted:close_window|J'aime votre esprit ! Rapportez-moi un de nos ennemis et je lèverai mon verre à votre nom dans mon manoir à votre retour ! Et bien évidemment, je récompenserai vos efforts...
dlga_lord_tell_mission_capture_enemy_hero_rejected:lord_pretalk|Il est clair que vous n'êtes pas aussi courageux que je le pensais. Très bien, {playername}, je trouverai quelqu'un d'autre.
dlga_lord_tell_mission:lord_tell_mission_lend_companion|Je n'ai pas de travail à vous proposer dans l'immédiat, mais votre compagnon {s3} est {reg3?une jeune fille:un type} émérite et j'ai besoin d'une personne avec ses talents. M'accorderiez-vous ses services pour quelques temps ? 
dlga_lord_tell_mission_lend_companion:lord_tell_mission_lend_companion_2|Combien de temps aurez-vous besoin de ses services ? 
dlga_lord_tell_mission_lend_companion_2:lord_mission_lend_companion_told|Juste quelques jours, une semaine tout au plus.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_accepted|Alors je vous laisse {s3} pour une semaine..
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_rejected|Je ne peux malheureusement pas me passer de {s3} pendant toute une semaine.
dlga_lord_tell_mission_lend_companion_accepted:close_window|Je ne sais pas comment vous remercier, {playername}. Ne vous inquiétez pas, votre compagnon vous rejoindra dans les meilleurs délais.
dlga_lord_tell_mission_lend_companion_rejected:lord_pretalk|Peste soit cette malchance, mais je ne peux ni contraindre {s3} ni vous-même à accepter. Je vais devoir faire sans.
dlga_lord_tell_mission:lord_tell_mission_collect_debt|Il y a quelques temps, j'ai prêté une somme d'argent considérable à {s3}. {reg4} deniers, pour être précis. Il était supposé me les rembourser en l'espace d'un mois, mais je n'ai pas reçu une piécette de sa part depuis ce temps. Cela remonte à quelques mois. Si vous pouviez recouvrer la dette en mon nom, je vous en serai vraiment très reconnaissant. Je vous laisserai également conserver le quart de la somme totale pour récompenser vos efforts. Qu'en dîtes-vous?
dlga_lord_tell_mission_collect_debt:lord_tell_mission_collect_debt_2|Savez-vous où je peux trouver {s3}, {s65} ?
dlga_lord_tell_mission_collect_debt_2:lord_tell_mission_collect_debt_3|Si vous partez tout de suite, vous devriez pouvoir le trouver à {s4}. Je ne doute pas qu'il sera assez embarrassé par son comportement et qu'il vous donnera tout l'argent qu'il me doit.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_accepted|Je parlerai donc à {s3} en votre nom.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_rejected|Pardonnez-moi, {s65}, mais je doute de pouvoir obtenir de meilleurs résultats que vous.
dlga_lord_tell_mission_collect_debt_accepted:close_window|Vous me faites très plaisir en acceptant cette tâche {playername}. Veuillez parler à {s3} et ne partez pas sans avoir récupéré mon argent. 
dlga_lord_tell_mission_collect_debt_rejected:lord_pretalk|Peut-être que non, {playername}. Je suppose que je ne récupèrerai jamais cet argent.
dlga_lord_tell_mission:lord_tell_mission_incriminate_commander|Je vous le dis, cet imbécile pleurnichard de {s13} n'est pas capable de diriger {s14}. Dieu sait qu'il serait privé de ces terres en un instant si un de ses fidèles vassaux, {s15} n'était pas là. Aussi longtemps qu'il aura son vassal pour l'aider, il sera difficile de le battre. Je dois donc évincer {s15} et j'ai justement un plan pour y parvenir... Avec votre aide, bien sûr.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_2|{s66}, Je suis tout ouïe.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_rejected|Je ne veux pas m'impliquer dans une action déshonorante à l'encontre de {s15}.
dlga_lord_tell_mission_incriminate_commander_rejected:lord_pretalk|Déshonorante ? Bah ! Je pensais pouvoir compter sur vous, {playername}, mais vous m'avez montré à quel point j'ai été idiot. Je vais devoir trouver une personne loyale en qui je pourrai avoir confiance.
dlga_lord_tell_mission_incriminate_commander_2:lord_tell_mission_incriminate_commander_3|J'ai écrit une lettre contrefaite à {s15}, portant mon propre sceau, qui l'implique dans une conspiration avec nous pour tenter un coup d'état en ma faveur dans {s14}. Si nous parvenons à faire croire à {s13} que cette lettre est authentique, il s'occupera de {s15} très rapidement. Bien sûr, le défi est de convaincre {s13} que la lettre est authentique...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_4|Veuillez poursuivre, {s65}...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_rejected|Non, je ne salirai pas ma réputation avec ce plan déshonorant.
dlga_lord_tell_mission_incriminate_commander_4:lord_tell_mission_incriminate_commander_5|C'est là où vous entrez en jeu. Vous apporterez la lettre à {s14}, vous la remettrez ensuite à l'un de vos soldats et vous lui ordonnerez de l'apporter à {s15}. Un de mes espions aura informé la garnison du bourg pour que votre homme soit arrêté en chemin. Les gardes trouveront ensuite la lettre et l'apporteront à {s13}. Ils tortureront votre homme, bien sûr, pour tenter de découvrir la vérité, mais tout ce qu'il saura c'est que vous lui avez ordonné d'apporter la lettre à {s15} dans la plus grande discrétion. {s13} sait que vous êtes sous mes ordres et l'idiot croira certainement toute cette mascarade.
dlga_lord_tell_mission_incriminate_commander_5:lord_tell_mission_incriminate_commander_7|Est-ce tout ?
dlga_lord_tell_mission_incriminate_commander_7:lord_tell_mission_incriminate_commander_8|Il y a une dernière chose... Votre messager doit être une personne digne de confiance. Si vous envoyez un vulgaire paysan remettre la lettre, {s13} soupçonnera un complot. Il a peut-être l'intelligence d'un escargot mais même un escargot peut voir l'évidence. Donnez la lettre à une personne gradée. L'un de vos {s9}, peut-être.
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_9|Quoi ? Je ne peux pas envoyer l'un de mes fidèles {s9} à une mort certaine ! 
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_fin|Alors ça sera un {s8}. 
