lockitver|DO NOT DELETE THIS LINE! 2896
dlga_lord_tell_mission:lord_tell_mission_follow_spy|Ich habe verlässliche Informationen, dass ein Mann in dieser Stadt tatsächlich ein Spion ist. Für seine Dreistigkeit sollte ich ihn hängen lassen, doch wir glauben, dass er die Stadt bald verlassen wird, um sich mit seinem Herrn zu treffen – dem Mann, dem der Spion seine Informationen übergibt. Der Spion selbst ist eher unwichtig, doch sein Herr ist ein gefährlicher Mann, aus dem wir viel herausbekommen würden, könnten wir ihm nur habhaft werden ...
dlga_lord_tell_mission_follow_spy:lord_tell_mission_follow_spy_2|Wartet hier, bis der Spion die Stadt verlässt. Folgt ihm dann im Geheimen zum Treffpunkt. Ihr müsst größte Vorsicht walten lassen, damit Euch der Spion nicht entdeckt, denn sonst wird er faules Spiel vermuten und zurückkehren. Wenn sein Herr erscheint, müsst Ihr ihm einen Hinterhalt legen, und die beiden dann zu mir zurückbringen. Und zwar lebendig!
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_accepted|Ich werde es machen, {s65}.
dlga_lord_tell_mission_follow_spy_2:lord_tell_mission_follow_spy_rejected|Nein, dieses Herumschleichen ist nichts für mich.
dlga_lord_tell_mission_follow_spy_accepted:close_window|Gut, Ihr werdet sicherlich gute Arbeit leisten. Einer meiner Männer wird Euch auf den Spion aufmerksam machen, wenn er sich auf den Weg macht - so werdet Ihr wissen, wem Ihr zu folgen habt. Vergesst nicht, ich will sie beide - und ich will sie lebendig!
dlga_lord_tell_mission_follow_spy_rejected:lord_pretalk|Eine Schande. Nun denn, weitergemacht, {playername} ...
dlga_lord_tell_mission:lord_tell_mission_capture_enemy_hero|Ich habe eine schwierige Aufgabe, {playername}, und Ihr könntet dafür wie geschaffen sein. Jemand muss für mich einen der Adligen von {s13} fangen und zu mir bringen. Ich werde ihn gegen einen meiner Verwandten austauschen, der von {s13} gefangen gehalten wird. Der Auftrag an sich ist sehr einfach, doch jeder Fürst wird von einer Leibgarde umgeben. Seid Ihr für einen Kampf zu haben?
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_accepted|Erachtet es als erledigt, {s65}.
dlga_lord_tell_mission_capture_enemy_hero:lord_tell_mission_capture_enemy_hero_rejected|{s65}, ich muss ablehnen Ich bin kein Entführer.
dlga_lord_tell_mission_capture_enemy_hero_accepted:close_window|Ich mag Eure Tatkraft! Geht hin und bringt mir einen unserer Feinde. Ob Eurer Rückkehr werde ich in meiner Halle auf Euer Wohl anstoßen! Und Euch natürlich für Eure Bemühungen belohnen ...
dlga_lord_tell_mission_capture_enemy_hero_rejected:lord_pretalk|Offensichtlich fehlt Euch der Eifer, den ich in Euch zu sehen geglaubt hatte. Nun gut, {playername}, ich werde jemand anderen für diese Aufgabe finden.
dlga_lord_tell_mission:lord_tell_mission_lend_companion|Momentan habe ich keine Aufgabe für Euch, doch Euer Gefährte {s3} ist wahrlich geschickt, und ich benötige jemand mit {reg3?seinen:ihren} Talenten. Würdet Ihr mir {reg3?sie:ihn} für eine Weile ausleihen?
dlga_lord_tell_mission_lend_companion:lord_tell_mission_lend_companion_2|Wie lange würdet Ihr {reg3?sie:ihn} benötigen?
dlga_lord_tell_mission_lend_companion_2:lord_mission_lend_companion_told|Nur ein paar Tage, doch höchstens eine Woche.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_accepted|Dann werde ich Euch {s3} für eine Woche überstellen.
dlga_lord_mission_lend_companion_told:lord_tell_mission_lend_companion_rejected|Es tut mir Leid, aber ich kann keine ganze Woche ohne {s3} auskommen.
dlga_lord_tell_mission_lend_companion_accepted:close_window|Ich kann Euch gar nicht genug danken, {playername}. Sorgt Euch nicht, Euer Gefährte wirkt in gebührender Eile zu Euch zurückkehren.
dlga_lord_tell_mission_lend_companion_rejected:lord_pretalk|Nun, das ist wirklich verdammt schade, aber ich kann Euch oder {s3} wohl nicht zum Einverständnis zwingen. Dann muss ich es halt ohne Hilfe schaffen.
dlga_lord_tell_mission:lord_tell_mission_collect_debt|Vor langer Zeit lieh ich {s3} eine beträchtliche Summe Geld, {reg4} Dinare, um genau zu sein. Er hätte es innerhalb eines Monats zurückzahlen sollen, doch bis jetzt habe ich nicht eine Münze gesehen. Wenn Ihr meine Schulden für mich bei ihm eintreiben könntet, wäre ich Euch sehr dankbar. Ich würde Euch sogar den Fünften für Eure Mühen überlassen. Was meint Ihr?
dlga_lord_tell_mission_collect_debt:lord_tell_mission_collect_debt_2|{s65}, wisst Ihr, wo ich {s3} finden kann?
dlga_lord_tell_mission_collect_debt_2:lord_tell_mission_collect_debt_3|Wenn Ihr sofort aufbrecht, solltet Ihr ihn in {s4} finden können. Ich habe keinen Zweifel daran, dass sein Verhalten ihn gebührend beschämt und er Euch daher alles Geld geben wird, das er mir schuldet.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_accepted|Dann werde ich an Euer Statt mit {s3} sprechen.
dlga_lord_tell_mission_collect_debt_3:lord_tell_mission_collect_debt_rejected|Vergebt mir, {s65}, aber ich bezweifle, dass ich erfolgreicher als Ihr selbst sein würde.
dlga_lord_tell_mission_collect_debt_accepted:close_window|Durch Eure Zusage habt Ihr mich sehr glücklich gemacht, {playername}. Bitte, sprecht mit {s3} und verlasst ihn nicht ohne mein Geld.
dlga_lord_tell_mission_collect_debt_rejected:lord_pretalk|Vielleicht nicht, {playername}. Dieses Geld werde ich vermutlich nie zurückbekommen ...
dlga_lord_tell_mission:lord_tell_mission_incriminate_commander|Ich sage Euch, dieser flennende Narr {s13} ist nicht zur Herrschaft über {s14} geeignet. Jeder weiß, dass er augenblicklich seiner Ländereien beraubt werden würde, wäre da nicht {s15}, einer seiner treuen Vasallen. Solange ihm dieser Vasall zur Seite steht, wird es sehr schwer, ihn zu schlagen. Deshalb muss {s15} aus dem Weg geschafft werden, und ich weiß auch schon wie ... mit Eurer Hilfe natürlich.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_2|{s66}, ich bin ganz Ohr.
dlga_lord_tell_mission_incriminate_commander:lord_tell_mission_incriminate_commander_rejected|Ich möchte nicht in unehrenhafte Handlungen gegen {s15} hineingezogen werden.
dlga_lord_tell_mission_incriminate_commander_rejected:lord_pretalk|Unehrenhaft? Pfui! Und ich hoffte, auf Euch zählen zu können, {playername}, doch Ihr habt mir gezeigt, was für ein Narr ich gewesen bin. Ich werde jemanden finden müssen, auf dessen Loyalität ich vertrauen kann.
dlga_lord_tell_mission_incriminate_commander_2:lord_tell_mission_incriminate_commander_3|Ich werde {s15} einen gefälschten Brief mit meinem Siegel schreiben, der impliziert, dass er mit uns eine Verschwörung zum Sturze des Herrschers von {s14} betreibt – zu meinen Gunsten. Wenn wir {s13} von der Echtheit des Briefes überzeugen können, wird er mit {s15} kurzen Prozess machen. Natürlich besteht die Schwierigkeit darin, {s13} von der Echtheit des Briefes zu überzeugen ...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_4|Bitte, {s65}, fahrt fort ...
dlga_lord_tell_mission_incriminate_commander_3:lord_tell_mission_incriminate_commander_rejected|Nein, ich werde meine Ehre nicht mit diesem unehrenhaften Ränkespiel besudeln.
dlga_lord_tell_mission_incriminate_commander_4:lord_tell_mission_incriminate_commander_5|Und an dieser Stelle kommt Ihr ins Spiel: Ihr werdet den Brief zu {s14} bringen, und ihn dann von einem Eurer Soldaten an {s15} übergeben lassen. Ich werde der Stadtgarnison über einen meiner Spione einen Tipp geben, damit Euer Mann unterwegs verhaftet wird. Die Wachen werden den Brief finden und ihn {s13} überreichen. Natürlich werden Sie Euren Mann foltern, um die Wahrheit aus ihm heraus zu bekommen, doch er weiß ja nur, dass Ihr ihm befohlen habt, den Brief unter größter Geheimhaltung an {s15} zu überbringen. {s13} weiß, dass Ihr mir dient, und dieser Narr wird unserer Scharade mit Sicherheit Glauben schenken.
dlga_lord_tell_mission_incriminate_commander_5:lord_tell_mission_incriminate_commander_7|Ist das alles?
dlga_lord_tell_mission_incriminate_commander_7:lord_tell_mission_incriminate_commander_8|Da gäbe es noch eine Sache ... euer Bote muss vertrauenswürdig sein. Wenn Ihr den Brief von einem einfachen Bauern befördern ließet, einer ersetzbaren Person, könnte {s13} eine Verschwörung vermuten. Er mag zwar das Hirnschmalz einer Schnecke haben, doch selbst eine Schnecke kann eins und eins zusammenzählen. Gebt den Brief also einer ranghohen Person. Vielleicht einem Eurer {s9}.
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_9|Was? Ich kann doch keinen meiner treuen {s9} in den Tod schicken!
dlga_lord_tell_mission_incriminate_commander_8:lord_tell_mission_incriminate_commander_fin|Dann werde ich einen {s8} schicken.
dlga_lord_tell_mission_incriminate_commander_9:lord_tell_mission_incriminate_commander_10|Kommt schon, {playername}. Es gibt Momente für Sentimentalität, aber dies ist keiner von ihnen. Glaubt mir, Ihr würdet großzügig entschädigt werden. Ist es nicht der Sinn und Zweck von Soldaten, auf unser Geheiß hin zu sterben?
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_fin|Wohlan, es bleibt bei einem {s8}.
dlga_lord_tell_mission_incriminate_commander_10:lord_tell_mission_incriminate_commander_rejected|Nein, ich werde keinen meiner treuen Mannen opfern.
dlga_lord_tell_mission_incriminate_commander_fin:lord_pretalk|Ihr ahnt nicht, {playername}, wie sehr es mir erfreut, dies zu hören. Ihr räumt eines der größten Hindernisse auf meinem Weg zur Seite. Hier ist der Brief sowie 300 Dinar für Eure Ausgaben. Vergesst nicht, solltet Ihr Erfolg haben, gibt es noch mehr zu verdienen. Viel, viel mehr ...
dlga_lord_tell_mission:lord_mission_told.2|Bei einem kürzlichen Scharmützel mit dem Feind ist eine Gruppe meiner Soldaten in Gefangenschaft geraten. Gott sei Dank konnte ein Gefangenenaustausch vereinbart werden, doch wir sollen ihnen ebenso viele Gefangene von vergleichbarem Rang bringen – Gefangene, die ich momentan nicht habe. Aus diesem Grund benötige ich einen guten {Mann/Krieger}, der mir {reg1} {s3} als Gefangene bringt, die ich gegen meine Leute austauschen kann.
dlga_lord_tell_mission:lord_pretalk|Nein, {playername}. Ich brauche Eure Hilfe momentan nicht.
dlga_lord_mission_told:lord_mission_accepted|Ihr könnt auf mich zählen, {s65}.
dlga_lord_mission_told:lord_mission_rejected|Ich fürchte, einen derartigen Auftrag kann ich momentan nicht akzeptieren.
dlga_lord_mission_accepted:close_window|Hervorragend, {playername}, ganz ausgezeichnet. Ich habe völliges Vertrauen in Euch.
dlga_lord_mission_rejected:close_window|Ach, tatsächlich? Nun, vermutlich seid Ihr der Aufgabe einfach nicht gewachsen. Ich werde mich nach jemand mit mehr Mumm in den Knochen umsehen müssen.
dlga_lord_talk:lord_leave_prison|Ich muss jetzt gehen.
dlga_lord_talk:lord_leave|Diese Audienz ist beendet. Ich gehe jetzt.
dlga_lord_talk:lord_leave.1|Ich muss mich nun empfehlen.
dlga_lord_leave:lord_leave_give_quest|Bevor Ihr geht, {playername}, möchte ich Euch noch um etwas bitten ... wir mögen in diesem Krieg zwar Feinde sein, doch ich hoffe inständig, dass wir uns gegenseitig trotzdem mit Respekt behandeln können. Deshalb dachte ich mir, dass Ihr gütig genug wäret, mir bei einer wichtigen Angelegenheit zu helfen.
dlga_lord_leave_give_quest:enemy_lord_tell_mission|Ich höre zu.
dlga_enemy_lord_tell_mission:lord_mission_told|Einer meiner Freunde, ein altgedienter Krieger, ist sehr krank. Ein Übel hat eine alte Kriegswunde infiziert, und wenn sich nicht bald ein Wundarzt um ihn kümmert, wird er sicherlich sterben. Dieser Mann steht mir nahe, {playername}, doch er ist stur wie ein Esel, und lässt keinen meiner Ärzte an sich heran, weil er ihnen nicht traut. Ich hörte, dass Ihr einen fähigen Wundarzt bei Euch habt, Wenn Ihr ihn meinen Freund behandeln lassen würdet, könnte {reg3?sie:er} ihn vielleicht überreden, einer Operation zuzustimmen. Ich flehe Euch an - tief  würde ich in Eurer Schuld stehen, wenn Ihr mir diese Bitte gewährtet.
dlga_enemy_lord_tell_mission:close_window|ERROR: MATCHED WITH QUEST: {s7}.
dlga_lord_leave_prison:close_window|Wir werden uns wiedersehen.
dlga_lord_leave:close_window|Lebt wohl, meine Fürstin. Ich bleibe Euer glühenster Bewunderer!
dlga_lord_leave:close_window.1|Natürlich, {playername}. Lebt wohl.
dlga_lord_leave:close_window.2|Viel Glück auf Euren Reisen, {playername}.
dlga_lord_leave:close_window.3|Jaja, lebt wohl.
dlga_lord_leave:close_window.4|Wir werden uns wiedersehen.
dlga_member_chat:lady_journey_1|Genießt Ihr die Reise, {s65}?
dlga_lady_journey_1:close_window|Ja, es geht mir gut, {playername}. Ich danke Euch für Eure Aufmerksamkeit.
dlga_start:spouse_talk|Ja, mein Gemahl?
dlga_spouse_talk:minister_issues|Da Ihr mein oberster Minister seid, möchte ich mit Euch über Belange des Staates sprechen.
dlga_spouse_talk:combined_political_quests|Lasst uns überlegen, wie wir unsere Ränge in diesem Königreich verbessern könnten?
dlga_spouse_talk:spouse_organize_feast|Ich dachte mir, dass wir vielleicht ein Gelage geben könnten.
dlga_spouse_talk:spouse_household_possessions|Lasst uns eine Inventur unseres Haushaltsbesitzes machen.
dlga_spouse_household_possessions:spouse_pretalk|Dies ist jedenfalls der Inhalt unserer Speisekammer.
dlga_spouse_talk:close_window|Wir werden uns später unterhalten, my {Gemahlin/Gemahl}
dlga_wedding_ceremony_player_vow:wedding_ceremony_vows_complete|Ich gelobe dasselbe. Lasst uns Mann und Frau sein.
dlga_wedding_ceremony_player_vow:close_window|Wartet – oh, haltet ein ... ich bin noch nicht bereit hierfür.
dlga_wedding_ceremony_vows_complete:close_window|Ich erkläre Euch und {s3} nun zu Mann und Frau. Geht nun in das für Euch vorbereitete Gemach. Wir werden Vorkehrungen treffen, dass die Braut zu Eurer Halle in {s11} kommt.
dlga_spouse_pretalk:spouse_talk|Gibt es sonst noch etwas, {Gemahl/Gemahlin}?
dlga_spouse_organize_feast:spouse_evaluate_larder_for_feast|Eine wunderbare Idee, mein Gemahl. Um aber unsere Gäste nicht zu beleidigen, müssen wir dafür sorgen, dass wir den Fürsten, ihren Familien und ihren Gefolge eine große und vielfältige Mahlzeit bieten können. Alles in allem sollten wir damit rechnen, mehrere Tage lang ein paar Hundert hungrige Mägen füllen zu müssen. Lasst uns eine Inventur unseres Haushaltsbesitzes machen.
dlga_spouse_evaluate_larder_for_feast:spouse_feast_confirm|{s9}
dlga_spouse_feast_confirm:spouse_feast_added_items|Lasst mich unser Vorratslager etwas aufstocken.
dlga_spouse_feast_added_items:spouse_evaluate_larder_for_feast|In Ordnung – lasst mich den Bestand nochmals durchgehen ...
dlga_spouse_feast_confirm:spouse_feast_confirm_yes|Lasst uns die Einladungen losschicken.
dlga_spouse_feast_confirm:spouse_pretalk|Warten wir also
dlga_spouse_feast_confirm_yes:spouse_pretalk|Dann werde ich bekannt machen, dass wir ein Gelage abhalten werden, sobald es die Umstände in unserem Reich gestatten. Vielleicht solltet Ihr in der Zwischenzeit damit fortfahren, unsere Speisekammer weiter aufzustocken, damit wir unserem Ruf als gute Gastgeber gerecht werden können.
dlga_start:close_window.13|Wie wunderbar es doch ist... Binnen Kürze werden wir verheiratet sein! Doch ich sollte hervorheben, dass die Tradtion verlangt, dass wir in den letzten verbleibenden Tagen nicht all zu viel miteinander sprechen.
dlga_start:close_window.14|Äh, {playername}, Ihr habt vielleicht wenig Ahnung von unseren Hochzeitsbräuchen, aber ich hatte gehofft, dass man Euch einweihen würde... Sprecht zuerst mit meinem {s11}, {s4}.
dlga_start:close_window.15|Ich weiß nicht, wo mein {s11} {s10} ist, der traditionsgemäß den Vorsitz über unsere Hochzeit haben sollte. Vielleicht sollten wir warten, bis man ihn gefunden hat …
dlga_start:close_window.16|Der ehrwürdige {s12} hat eingewilligt, uns zu unseren Familien zurückkehren zu lassen. Wir werden in Kürze abreisen.
dlga_start:kingdom_lady_captive|Ach, so groß ist meine Einsamkeit! Wie sehr ich meine Familie vermisse!
dlga_start:kingdom_lady_captive.1|Wie grausam, {Herr/Herrin}, gegenüber eine Dame ...
dlga_start:kingdom_lady_captive.2|Wie merkwürdig. Gelegentlich lasst Ihr mir gegenüber solch Güte walten, und doch haltet Ihr mich weiterhin gegen meinen Willen hier fest.
dlga_start:kingdom_lady_captive.3|Warum hat meine Familie mein Lösegeld nicht bezahlt? Ihr mögt mich zwar hier gefangen halten, doch es scheint, dass ich Euch mehr bedeute als ihnen!
dlga_start:lady_talk_refugee|{playername} – Ich vermute, dass Ihr als {Ehrenmann/Ehrenfrau} wohlgeborenen Damen wie uns das Recht gewähren werdet, zu unseren Familien zurückzukehren, und auch kein Lösegeld verlangt.
dlga_start:close_window.17|Wir werden in Kürze nach {s4} abreisen. Es ist gut zu wissen, dass manche Menschen in dieser Welt noch einen Sinn für Ehre haben.
dlga_lady_talk_refugee:close_window|Natürlich, meine Fürstin.
dlga_lady_talk_refugee:lady_captive_talk|Da vermutet Ihr aber falsch, meine Fürstin!
dlga_lady_captive_talk:lady_captive_confirm|Was?! Was für eine Unerhörtheit ist das denn?
dlga_lady_captive_confirm:close_window|Verzeiht mir ... Ihr müsst mich missverstanden haben. Natürlich dürft Ihr aufbrechen.
dlga_lady_captive_confirm:close_window.1|Meine Fürstin, kontaktiert Eure Familie bezüglich des Lösegeldes.
dlga_kingdom_lady_captive:close_window|Dann schreibt an Eure Familie, und bittet sie, sich mit dem Lösegeld zu beeilen!
dlga_kingdom_lady_captive:close_window.1|Ich habe meine Meinung geändert ... Ihr seid jetzt frei!
dlga_start:close_window.18|Nun, {playername} – Ihr fochtet ein Duell mit {s10}, das Ihr verlort. Gemäß unseren Sitten und Traditionen darf ich Euch nicht länger empfangen. Lebt wohl, {playername}.
dlga_start:lady_duel_lost|Oh {playername} – ich habe von Eurem Duell mit {s10} gehört. Nun wünsche ich mir, Ihr hättet nie gegen ihn gekämpft, denn da Ihr verloren habt, verlangen es unsere Gebräuche nun, dass Ihr Euren Heiratsantrag an mich zurückzieht. Lebt wohl, {playername}.
dlga_lady_duel_lost:close_window|Wohlan – wir müssen uns an die Gebräuche halten ... Lebt wohl, meine Fürstin.
dlga_lady_duel_lost:lady_duel_lost_flaunt_conventions|Zur Hölle mit der Ehre und den Gebräuchen!
dlga_lady_duel_lost_flaunt_conventions:close_window|Oh, {playername}! Obwohl die Leute reden werden ... es würde mein Herz brechen, könnten wir uns nicht mehr sehen. Wir werden diese unsägliche, grausame Tradition missachten.
dlga_lady_duel_lost_flaunt_conventions:close_window.1|Nein, {playername} – ich kann es mir nicht leisten, meinen guten Namen zu vertändeln, und Ihr könnt das auch nicht.
dlga_start:lady_start|Oh, {playername} – ich habe gehört, dass Ihr Euer Duell mit {s10} gewonnen habt. Ich bin Euch dankbar, dass Ihr mich von den Absichten dieses Mannes befreit habt!
dlga_start:lady_start.1|Nun, {playername} --  Ihr habt Euer Duell mit {s10} gewonnen. Die Ehre gebietet es, dass er und ich uns nicht länger sehen ... Ich habe ihn sehr gemocht, wisst Ihr? Mit Eurem Duell habt Ihr mir einen Bärendienst erwiesen, Herr.
dlga_start:lady_qst_duel_for_lady_succeeded_1|Oh {playername}, wie glücklich ich bin, Euch wieder zu sehen! Ich hörte, Ihr gabt diesem bösen {s13} eine wohl verdiente Lektion. Hoffentlich wird er diese Erniedrigung niemals vergessen. Ich habe eine Belohnung für Euch, doch ich fürchte, im Vergleich zu Euren Taten ist sie gering.
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2|Oh, das wird einfach reichen müssen
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.1|{s66}, das ist viel zu viel!
dlga_lady_qst_duel_for_lady_succeeded_1:lady_qst_duel_for_lady_succeeded_2.2|Ach bitte, {s65}, eine Belohnung ist unnötig!
dlga_lady_qst_duel_for_lady_succeeded_2:lady_pretalk|{s10}
dlga_start:lady_qst_duel_for_lady_failed|{playername}, man sagte mir, dass Ihr von {s13} Genugtuung einfordertet, um meine Unschuld zu beweisen. Dies war eine noble Geste, und ich danke Euch für Eure Bemühungen.
dlga_lady_qst_duel_for_lady_failed:lady_qst_duel_for_lady_failed_2|{s65}, ich flehe Euch an, vergebt mir meine Niederlage ...
dlga_lady_qst_duel_for_lady_failed_2:lady_pretalk|Es spielt keine Rolle, oh {playername}. Ihr habt es versucht. Die Wahrheit kann nicht mit der Schneide eines Schwertes bewiesen werden, doch Ihr habt Euer Leben bewusst für meine Ehre aufs Spiel gesetzt. Dies alleine wird viele von meiner Unschuld überzeugen.
dlga_start:lady_escort_lady_succeeded|Danke, dass Ihr mich hierher eskortiert habt, {playername}. Bitte akzeptiert dieses Geschenk als Zeichen meines Danks. Ich hoffe, dass sich unsere Wege in der Zukunft wieder kreuzen werden.
dlga_lady_escort_lady_succeeded:close_window|Es war mir eine Ehre, Euch zu dienen, {s65}.
dlga_start:lady_start.2|Ah, {playername} – Ihr müsst meine Nachricht erhalten haben. Wie froh ich bin, dass Ihr kommen konntet!
dlga_start:lady_proposal_pending|{playername} – habt Ihr Nachricht von meiner Familie erhalten?
dlga_start:lady_betrothed|Ich habe gehört, dass sich mein {s11} geweigert hat, Eurem Heiratsantrag an mich stattzugeben. Bedeutet dies, dass wir uns trennen müssen?
dlga_start:lady_generic_mission_succeeded|Oh, {playername}, Ihr habt ihn mir zurückgebracht! Ich danke Euch so sehr, dass Ihr meinen {s11} befreit habt. Bitte nehmt dies als bescheidene Vergütung Eurer noble Tat.
dlga_start:lady_meet_end|Ihr müsst {playername} sein. Uns wurde gerade die Ehre zuteil, Euren heldenhaften Taten im Turnier neulich beizuwohnen {s8}.
dlga_start:lady_meet_end.1|Ihr müsst {playername} sein. {s16}, mein {s15} hat in höchsten Tönen von Euch gesprochen. Ich bin erfreut, Eure Bekanntschaft zu machen.
dlga_start:lady_premeet|Ihr kommt mir nicht bekannt vor ...
dlga_start:close_window.19|Ah, {playername}. Wie gut, Euch wiederzusehen. Doch ich glaube, man braucht mich anderswo.
dlga_start:lady_start.3|{playername} -- wie schön es ist, Euch wieder zu sehen! (Whispers:) Ich denke immer noch gerne an Eure Besuche ...
dlga_start:lady_meet_end.2|Ah, {playername}. Es war so schön, Euren heldenhaften Taten im kürzlichen Turnier beizuwohnen.
dlga_start:lady_start.4|{s12}
dlga_lady_start:lady_betrothed|Ich habe traurige Neuigkeiten: Ich bin mit {s5} verlobt worden – gegen meinen Willen, wohlgemerkt! Oh {playername} – viel lieber würde ich Euch heiraten!
dlga_lady_start:lady_betrothed.1|Ach, guter {playername} – Ich bin mit {s5} verlobt worden. Es ziemt sich nun nicht mehr für uns, einander so zu begegnen.
dlga_lady_start:lady_other_suitor|Ich muss Euch sagen, dass es einen anderen Fürst gibt, der mir seine Aufwartung macht, obwohl ich ihn ertragen kann. Ich fürchte, dass er es auf mich abgesehen hat, und dass er versuchen könnte, mich zur Heirat zu zwingen.
dlga_lady_start:lady_talk|{s11}Es ziemt sich für uns wahrscheinlich nicht, zu lange zu verweilen, aber ich würde Euch gerne bald wiedersehen.
dlga_lady_start:lady_talk.1|{s11}
dlga_lady_start:lady_talk.2|Ich wollte mich eine Weile zurückziehen, aber vielleicht haben wir etwas später noch Gelegenheit, uns zu unterhalten ...
dlga_lady_start:lady_talk.3|Es ist so entzückend, mit Euch etwas Zeit verbringen zu können ...
dlga_lady_start:lady_talk.4|Was führt Euch heute hierher?
dlga_lady_proposal_pending:close_window|Bis jetzt keine Nachrichten ...
dlga_lady_proposal_pending:lady_proposal_pending_end|Obwohl, jetzt ist nicht die Zeit zum Heiraten ...
dlga_lady_proposal_pending_end:close_window|{s11}
dlga_lady_betrothed:lady_suggest_elope|Niemals! Wir müssen sofort zusammen fliehen!
dlga_lady_betrothed:lady_pretalk|Vielleicht werde ich trotzdem noch in der Lage sein, die Meinung von {s11} zu ändern.
dlga_lady_betrothed:lady_conclude_relationship|So sei es – unsere Wege trennen sich nun.
dlga_lady_suggest_elope:lady_conclude_relationship|Ach, mein guter {playername} – Ihr seid ein guter und gütiger Mann, doch eine Dame kann sich nicht gegen ihre Familie wenden. So etwas macht man einfach nicht!
dlga_lady_suggest_elope:lady_other_suitor|Herr – wie Ihr wahrscheinlich wisst, habe ich von eine Reihe Edelmänner wie Euch selbst Anträge erhalten. Noch aber bin ich noch nicht soweit, einen von Ihnen in Betracht zu ziehen.
dlga_lady_suggest_elope:lady_conclude_relationship.1|Ah, {playername}, bitte seht ein, dass ich noch immer versuche, meinen Platz in der Welt zu finden. Ich empfinde zwar große Zuneigung für Euch, {playername}, doch ich werde mich nicht blindlings ins Ungewisse stürzen.
dlga_lady_suggest_elope:lady_conclude_relationship.2|Ah, {playername}, Ihr seid zwar sehr gütig zu mir, doch ich bin mich Eurer Charakterstärke nicht gewiss genug, um solch ein Unterfangen zu riskieren. Obwohl ich kaum Zuneigung für meinen Gemahl empfinde, wäre es ein schwerwiegender Entschluss, mich gegen die Wünsche meiner Familie zu richten ... und ich bin mir Euch nicht sicher genug, um diesen Schritt zu wagen.
dlga_lady_suggest_elope:lady_conclude_relationship.3|Guter {playername} – eine Flucht würde bedeuten, mich meiner Familie zu entsagen, die mir alles bedeutet! Zwar empfinde ich für Euch starke Zuneigung, doch ich bin mir nicht sicher, ob ich bereit bin, dieses Risiko einzugehen.
dlga_lady_suggest_elope:lady_conclude_relationship.4|Guter {playername} – ich bin nicht wie Ihr an die Strapazen von Feldzügen gewöhnt. Ich möchte einen Ort, den ich Zuhause nennen kann. Wenn Ihr Fürst einer Burg oder Stadt mit einer großen Hälle wärt, würde ich mich gerne als Eure Gemahlin dorthin begeben, und Hausherrin sein. Aber ich wünsche nicht, wie ein gejagtes Tier zu leben.
dlga_lady_suggest_elope:lady_elope_agree|Mit Euch flüchten? Ja – das können wir tun. Es ist ein großer Schritt, meiner Familie zu trotzen – doch eine Ehe ohne Liebe, und ein Leben ohne Euch wäre noch viel schlimmer! Doch seid gewarnt – dem Ruf meines {s11} wird dies großen Schaden zufügen, und er wird alles in seiner Macht Stehende daransetzen, Euch zur Strecke zu bringen.
dlga_lady_elope_agree:lady_elope_agree_nurse|Dann beeilt Euch! Es gibt keine Zeit zu verlieren.
dlga_lady_elope_agree:close_window|Alles in seiner Macht Stehende sagt Ihr? Ähh ... lasst mich dies nochmal überdenken ...
dlga_lady_elope_agree_nurse:lady_elope_agree_lady_vows|Euer Lordschaft, Euer Ladyschaft ... wollt Ihr, dass Ihr Eure Eheversprechen bezeuge?
dlga_lady_elope_agree_lady_vows:lady_elope_agree_nurse_2|Ja, bitte tut das. Ich für meinen Teil, legen folgenden Schwur ab: Ich, {s4}, gelobe feierlich, {playername} gemäß den uralten Gesetzen und Gebräuchen unseres Landes zum Gemahl zu nehmen ...
dlga_lady_elope_agree_nurse_2:lady_elope_agree_player_vows|Sehr gut. Wollt Ihr, {playername}, denselben Schwur ablegen, um {s4} zur Gemahlin zu nehmen?
dlga_lady_elope_agree_player_vows:close_window|Das will ich.
dlga_lady_elope_agree_player_vows:close_window.1|Äh, was? Das gebt mir aber alles zu schnell ...
dlga_lady_elope_agree:lady_conclude_relationship|Ach, wirklich? Meine Gute – ich könnte niemals eine Dame so von ihrer Familie trennen ...
dlga_lady_conclude_relationship:lady_conclude_relationship_confirm|
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_yes|Ja – es muss sein ...
dlga_lady_conclude_relationship_confirm:lady_conclude_relationship_confirm_no|Wartet – vielleicht haben wir noch eine Chance!
